"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSMUSG00000028383.2",4.959169e-97,-0.3531401,0.184,0.257,9.535491e-93,"kupffer","ENSMUSG00000028383"
"ENSMUSG00000064345.2",7.121227e-97,-1.902029,0.996,0.964,1.369269e-92,"kupffer","ENSMUSG00000064345"
"ENSMUSG00000042737.2",5.557255e-96,-0.258552,0.46,0.533,1.068549e-91,"kupffer","ENSMUSG00000042737"
"ENSMUSG00000003970.1",1.026894e-95,-0.2906533,0.966,0.934,1.974511e-91,"kupffer","ENSMUSG00000003970"
"ENSMUSG00000002881.2",6.754077e-95,-0.2671736,0.412,0.488,1.298674e-90,"kupffer","ENSMUSG00000002881"
"ENSMUSG00000018042.2",1.627636e-94,-0.5362342,0.603,0.632,3.129619e-90,"kupffer","ENSMUSG00000018042"
"ENSMUSG00000044018.3",1.776761e-94,-0.2528328,0.256,0.332,3.416357e-90,"kupffer","ENSMUSG00000044018"
"ENSMUSG00000045983.1",1.472658e-93,-0.3446426,0.594,0.648,2.831627e-89,"kupffer","ENSMUSG00000045983"
"ENSMUSG00000017737.3",2.029607e-93,-0.4021583,0.047,0.1,3.902528e-89,"kupffer","ENSMUSG00000017737"
"ENSMUSG00000058258.2",5.64582e-92,-0.7331385,0.201,0.268,1.085578e-87,"kupffer","ENSMUSG00000058258"
"ENSMUSG00000038143.3",9.183748e-92,-0.2679721,0.279,0.356,1.765851e-87,"kupffer","ENSMUSG00000038143"
"ENSMUSG00000001627.2",9.489421e-91,0.3303981,0.494,0.426,1.824626e-86,"kupffer","ENSMUSG00000001627"
"ENSMUSG00000028964.3",3.973232e-90,-0.3467324,0.646,0.679,7.639731e-86,"kupffer","ENSMUSG00000028964"
"ENSMUSG00000038754.3",5.444845e-90,-0.6430307,0.085,0.145,1.046935e-85,"kupffer","ENSMUSG00000038754"
"ENSMUSG00000014313.2",2.264522e-89,-0.6546532,0.869,0.863,4.354223e-85,"kupffer","ENSMUSG00000014313"
"ENSMUSG00000063953.3",7.692708e-89,-0.3117611,0.196,0.268,1.479154e-84,"kupffer","ENSMUSG00000063953"
"ENSMUSG00000022816.3",6.474893e-88,-0.5678318,0.094,0.151,1.244992e-83,"kupffer","ENSMUSG00000022816"
"ENSMUSG00000022136.2",3.692708e-87,-0.3866354,0.751,0.756,7.100339e-83,"kupffer","ENSMUSG00000022136"
"ENSMUSG00000076437.1",4.450299e-86,-0.3745757,0.348,0.427,8.557035e-82,"kupffer","ENSMUSG00000076437"
"ENSMUSG00000030088.3",1.026844e-85,-1.203845,0.241,0.294,1.974416e-81,"kupffer","ENSMUSG00000030088"
"ENSMUSG00000031168.2",1.57144e-85,-0.5157314,0.438,0.495,3.021565e-81,"kupffer","ENSMUSG00000031168"
"ENSMUSG00000038527.3",1.806892e-85,-0.3375648,0.106,0.166,3.474292e-81,"kupffer","ENSMUSG00000038527"
"ENSMUSG00000033845.2",2.031148e-85,-0.2658263,0.347,0.421,3.905491e-81,"kupffer","ENSMUSG00000033845"
"ENSMUSG00000037072.1",4.098288e-85,-0.2816582,0.787,0.8,7.880189e-81,"kupffer","ENSMUSG00000037072"
"ENSMUSG00000031596.3",2.703025e-84,-0.5612914,0.159,0.219,5.197376e-80,"kupffer","ENSMUSG00000031596"
"ENSMUSG00000064351.3",5.481648e-82,-0.7573003,0.973,0.923,1.054011e-77,"kupffer","ENSMUSG00000064351"
"ENSMUSG00000027602.3",3.57615e-81,-0.2612667,0.351,0.415,6.876222e-77,"kupffer","ENSMUSG00000027602"
"ENSMUSG00000028737.3",3.826749e-81,-0.7539098,0.167,0.225,7.358073e-77,"kupffer","ENSMUSG00000028737"
"ENSMUSG00000026087.3",1.316091e-80,-0.3018133,0.48,0.54,2.530579e-76,"kupffer","ENSMUSG00000026087"
"ENSMUSG00000079015.3",3.342646e-80,-3.023659,0.833,0.837,6.427239e-76,"kupffer","ENSMUSG00000079015"
"ENSMUSG00000030934.3",3.533787e-80,-1.214205,0.658,0.521,6.794765e-76,"kupffer","ENSMUSG00000030934"
"ENSMUSG00000000326.3",8.378963e-80,-0.4799349,0.745,0.676,1.611107e-75,"kupffer","ENSMUSG00000000326"
"ENSMUSG00000092274.2",1.083885e-79,-0.4592439,0.876,0.878,2.084095e-75,"kupffer","ENSMUSG00000092274"
"ENSMUSG00000033446.3",5.029489e-79,-0.3076047,0.317,0.379,9.670701e-75,"kupffer","ENSMUSG00000033446"
"ENSMUSG00000053332.3",1.788848e-78,-0.3415233,0.715,0.731,3.439597e-74,"kupffer","ENSMUSG00000053332"
"ENSMUSG00000020386.2",5.061666e-77,-0.5201578,0.511,0.56,9.732572e-73,"kupffer","ENSMUSG00000020386"
"ENSMUSG00000021520.3",2.178947e-76,-0.3895506,0.796,0.812,4.189679e-72,"kupffer","ENSMUSG00000021520"
"ENSMUSG00000022853.3",3.609321e-76,-0.7865886,0.124,0.178,6.940002e-72,"kupffer","ENSMUSG00000022853"
"ENSMUSG00000031770.1",6.489662e-76,-0.4660108,0.52,0.579,1.247832e-71,"kupffer","ENSMUSG00000031770"
"ENSMUSG00000032330.2",3.46108e-75,-0.668652,0.872,0.878,6.654965e-71,"kupffer","ENSMUSG00000032330"
"ENSMUSG00000032193.2",1.80134e-74,-0.3741382,0.243,0.31,3.463616e-70,"kupffer","ENSMUSG00000032193"
"ENSMUSG00000009013",2.640433e-74,-0.3102865,0.828,0.836,5.077025e-70,"kupffer","ENSMUSG00000009013"
"ENSMUSG00000054827.3",3.061571e-74,-1.516541,0.162,0.218,5.886789e-70,"kupffer","ENSMUSG00000054827"
"ENSMUSG00000025651.2",4.754046e-74,-0.3223149,0.518,0.573,9.14108e-70,"kupffer","ENSMUSG00000025651"
"ENSMUSG00000032959.3",6.412283e-74,-0.479256,0.682,0.677,1.232954e-69,"kupffer","ENSMUSG00000032959"
"ENSMUSG00000042305.2",1.575512e-73,-0.2500314,0.275,0.341,3.029394e-69,"kupffer","ENSMUSG00000042305"
"ENSMUSG00000036241.1",2.179551e-73,-0.2641583,0.567,0.614,4.19084e-69,"kupffer","ENSMUSG00000036241"
"ENSMUSG00000019960.2",6.491591e-73,0.2593233,0.611,0.541,1.248203e-68,"kupffer","ENSMUSG00000019960"
"ENSMUSG00000037443.3",6.567145e-73,-0.3177473,0.512,0.392,1.262731e-68,"kupffer","ENSMUSG00000037443"
"ENSMUSG00000033610.3",4.580303e-72,-0.6901424,0.224,0.275,8.807007e-68,"kupffer","ENSMUSG00000033610"
"ENSMUSG00000017778.3",4.78156e-72,-0.3538811,0.666,0.7,9.193984e-68,"kupffer","ENSMUSG00000017778"
"ENSMUSG00000032310.3",2.582085e-71,-1.616689,0.166,0.219,4.964832e-67,"kupffer","ENSMUSG00000032310"
"ENSMUSG00000029836.2",6.345783e-71,-0.2856494,0.634,0.668,1.220167e-66,"kupffer","ENSMUSG00000029836"
"ENSMUSG00000018796.3",2.43282e-70,-1.333849,0.282,0.326,4.677827e-66,"kupffer","ENSMUSG00000018796"
"ENSMUSG00000032301.2",1.584408e-69,-0.2843128,0.663,0.701,3.046501e-65,"kupffer","ENSMUSG00000032301"
"ENSMUSG00000035048.3",5.472161e-69,-0.2939423,0.454,0.506,1.052187e-64,"kupffer","ENSMUSG00000035048"
"ENSMUSG00000019428.2",2.085866e-68,-0.2703198,0.568,0.618,4.010704e-64,"kupffer","ENSMUSG00000019428"
"ENSMUSG00000026879.3",2.792928e-68,-0.3473364,0.175,0.23,5.370242e-64,"kupffer","ENSMUSG00000026879"
"ENSMUSG00000074656.1",1.078827e-67,-0.3145245,0.75,0.765,2.074369e-63,"kupffer","ENSMUSG00000074656"
"ENSMUSG00000020534.2",2.273868e-67,-0.291328,0.115,0.168,4.372193e-63,"kupffer","ENSMUSG00000020534"
"ENSMUSG00000002416.3",2.928606e-67,-0.3326218,0.521,0.57,5.631124e-63,"kupffer","ENSMUSG00000002416"
"ENSMUSG00000062908.2",5.625517e-67,-0.6514074,0.435,0.473,1.081674e-62,"kupffer","ENSMUSG00000062908"
"ENSMUSG00000044627.3",1.134841e-65,-0.304315,0.679,0.701,2.182073e-61,"kupffer","ENSMUSG00000044627"
"ENSMUSG00000026335.3",1.85341e-65,-0.8713044,0.405,0.459,3.563737e-61,"kupffer","ENSMUSG00000026335"
"ENSMUSG00000025980.3",2.680111e-65,-0.4113683,0.74,0.629,5.153317e-61,"kupffer","ENSMUSG00000025980"
"ENSMUSG00000039682.3",9.466631e-65,-0.364522,0.491,0.378,1.820244e-60,"kupffer","ENSMUSG00000039682"
"ENSMUSG00000024782.2",1.32096e-64,-0.5592912,0.317,0.361,2.539941e-60,"kupffer","ENSMUSG00000024782"
"ENSMUSG00000027559.3",2.871036e-64,-1.979644,0.281,0.328,5.520428e-60,"kupffer","ENSMUSG00000027559"
"ENSMUSG00000070462.3",2.994742e-64,-0.2827077,0.325,0.374,5.75829e-60,"kupffer","ENSMUSG00000070462"
"ENSMUSG00000027282.2",3.418656e-64,-0.3486552,0.481,0.529,6.573392e-60,"kupffer","ENSMUSG00000027282"
"ENSMUSG00000029810.3",7.702837e-64,-0.7202742,0.684,0.659,1.481101e-59,"kupffer","ENSMUSG00000029810"
"ENSMUSG00000029623.3",7.952265e-64,-0.2676118,0.494,0.544,1.529061e-59,"kupffer","ENSMUSG00000029623"
"ENSMUSG00000032349.3",8.705527e-64,-0.7410125,0.382,0.423,1.673899e-59,"kupffer","ENSMUSG00000032349"
"ENSMUSG00000030057.2",1.469732e-63,-0.2757967,0.766,0.769,2.826001e-59,"kupffer","ENSMUSG00000030057"
"ENSMUSG00000040681.3",4.456075e-63,-0.4754965,0.571,0.584,8.56814e-59,"kupffer","ENSMUSG00000040681"
"ENSMUSG00000044788.2",1.615489e-62,-0.3386989,0.114,0.164,3.106263e-58,"kupffer","ENSMUSG00000044788"
"ENSMUSG00000028743.2",2.40622e-62,-0.4130289,0.262,0.312,4.62668e-58,"kupffer","ENSMUSG00000028743"
"ENSMUSG00000045294.3",2.781677e-62,-0.8532282,0.45,0.344,5.348609e-58,"kupffer","ENSMUSG00000045294"
"ENSMUSG00000032328.3",6.086415e-62,-0.2968602,0.747,0.738,1.170296e-57,"kupffer","ENSMUSG00000032328"
"ENSMUSG00000011382.3",4.2812e-61,-0.3586352,0.243,0.297,8.231892e-57,"kupffer","ENSMUSG00000011382"
"ENSMUSG00000041084.2",4.543581e-61,-0.2660629,0.596,0.634,8.736398e-57,"kupffer","ENSMUSG00000041084"
"ENSMUSG00000071178.3",9.432036e-61,-2.74817,0.704,0.719,1.813592e-56,"kupffer","ENSMUSG00000071178"
"ENSMUSG00000066150.2",1.235564e-60,-0.3255297,0.393,0.444,2.375742e-56,"kupffer","ENSMUSG00000066150"
"ENSMUSG00000020017.3",1.789146e-60,-0.6392565,0.108,0.157,3.44017e-56,"kupffer","ENSMUSG00000020017"
"ENSMUSG00000028127.3",2.131052e-60,-1.057752,0.393,0.426,4.097587e-56,"kupffer","ENSMUSG00000028127"
"ENSMUSG00000030530.2",1.587649e-59,-0.2797324,0.502,0.555,3.052732e-55,"kupffer","ENSMUSG00000030530"
"ENSMUSG00000061838.2",3.24784e-59,-0.6136008,0.374,0.412,6.244946e-55,"kupffer","ENSMUSG00000061838"
"ENSMUSG00000028410.1",7.730506e-59,-0.2869906,0.756,0.784,1.486422e-54,"kupffer","ENSMUSG00000028410"
"ENSMUSG00000022452.3",9.395847e-58,-0.2865593,0.75,0.767,1.806633e-53,"kupffer","ENSMUSG00000022452"
"ENSMUSG00000026353.2",6.929837e-57,-0.271549,0.547,0.593,1.332469e-52,"kupffer","ENSMUSG00000026353"
"ENSMUSG00000004264.3",7.415867e-57,-0.2781241,0.508,0.55,1.425923e-52,"kupffer","ENSMUSG00000004264"
"ENSMUSG00000025959.3",1.344293e-56,-0.3948027,0.665,0.638,2.584807e-52,"kupffer","ENSMUSG00000025959"
"ENSMUSG00000039016.3",6.166367e-56,-0.2907343,0.429,0.481,1.185669e-51,"kupffer","ENSMUSG00000039016"
"ENSMUSG00000036833.3",1.242166e-55,-0.3702217,0.38,0.282,2.388437e-51,"kupffer","ENSMUSG00000036833"
"ENSMUSG00000031708.3",1.919384e-55,-0.402246,0.502,0.524,3.690591e-51,"kupffer","ENSMUSG00000031708"
"ENSMUSG00000015536.2",7.85337e-55,-0.321428,0.346,0.395,1.510046e-50,"kupffer","ENSMUSG00000015536"
"ENSMUSG00000037580.3",1.351543e-54,-0.3744751,0.3,0.35,2.598746e-50,"kupffer","ENSMUSG00000037580"
"ENSMUSG00000071177.3",2.383469e-54,-2.341904,0.43,0.451,4.582933e-50,"kupffer","ENSMUSG00000071177"
"ENSMUSG00000063229.3",3.453207e-54,-0.847555,0.86,0.851,6.639826e-50,"kupffer","ENSMUSG00000063229"
"ENSMUSG00000021282.1",2.35465e-53,-0.258199,0.764,0.798,4.527521e-49,"kupffer","ENSMUSG00000021282"
"ENSMUSG00000071528.2",2.688079e-53,-0.475774,0.649,0.676,5.168638e-49,"kupffer","ENSMUSG00000071528"
"ENSMUSG00000098274.3",5.758525e-53,-0.2593044,0.608,0.632,1.107249e-48,"kupffer","ENSMUSG00000098274"
"ENSMUSG00000032350.2",1.029289e-52,-0.4785774,0.503,0.398,1.979117e-48,"kupffer","ENSMUSG00000032350"
"ENSMUSG00000026728.2",2.677915e-51,-0.9855465,0.67,0.603,5.149095e-47,"kupffer","ENSMUSG00000026728"
"ENSMUSG00000025130.3",8.77695e-51,-0.5051635,0.868,0.778,1.687632e-46,"kupffer","ENSMUSG00000025130"
"ENSMUSG00000060860",3.557456e-50,-0.2958302,0.516,0.58,6.840276e-46,"kupffer","ENSMUSG00000060860"
"ENSMUSG00000038462.2",1.698519e-49,-0.4308704,0.567,0.588,3.265913e-45,"kupffer","ENSMUSG00000038462"
"ENSMUSG00000017428.2",3.133888e-49,-0.2597157,0.564,0.595,6.02584e-45,"kupffer","ENSMUSG00000017428"
"ENSMUSG00000066441.2",3.794125e-49,-0.2677275,0.155,0.203,7.295343e-45,"kupffer","ENSMUSG00000066441"
"ENSMUSG00000000340.2",3.876516e-49,-0.3464968,0.189,0.234,7.453766e-45,"kupffer","ENSMUSG00000000340"
"ENSMUSG00000030711.2",1.38031e-48,-0.6809716,0.43,0.452,2.654059e-44,"kupffer","ENSMUSG00000030711"
"ENSMUSG00000027679.2",2.754102e-47,-0.3000135,0.362,0.405,5.295586e-43,"kupffer","ENSMUSG00000027679"
"ENSMUSG00000001670.3",2.90868e-47,-1.716292,0.305,0.331,5.59281e-43,"kupffer","ENSMUSG00000001670"
"ENSMUSG00000046841.3",1.00126e-46,-0.476485,0.446,0.465,1.925222e-42,"kupffer","ENSMUSG00000046841"
"ENSMUSG00000024986.3",1.074282e-46,-0.4330922,0.382,0.408,2.065629e-42,"kupffer","ENSMUSG00000024986"
"ENSMUSG00000028108.3",1.231497e-46,-1.973005,0.36,0.376,2.367923e-42,"kupffer","ENSMUSG00000028108"
"ENSMUSG00000022253.3",2.243676e-46,-0.371237,0.188,0.231,4.31414e-42,"kupffer","ENSMUSG00000022253"
"ENSMUSG00000023456.2",1.473447e-45,-0.5928684,0.631,0.621,2.833143e-41,"kupffer","ENSMUSG00000023456"
"ENSMUSG00000011752.2",6.216923e-45,-0.3865045,0.671,0.682,1.19539e-40,"kupffer","ENSMUSG00000011752"
"ENSMUSG00000027673.2",6.90746e-45,-0.295353,0.712,0.72,1.328166e-40,"kupffer","ENSMUSG00000027673"
"ENSMUSG00000068039.2",9.00724e-45,-0.2582841,0.378,0.421,1.731912e-40,"kupffer","ENSMUSG00000068039"
"ENSMUSG00000061130.2",1.715001e-44,-0.2907237,0.282,0.324,3.297603e-40,"kupffer","ENSMUSG00000061130"
"ENSMUSG00000064360.3",3.325405e-44,-1.305222,0.791,0.748,6.39409e-40,"kupffer","ENSMUSG00000064360"
"ENSMUSG00000037894.2",4.787263e-43,-0.2684495,0.844,0.853,9.204949e-39,"kupffer","ENSMUSG00000037894"
"ENSMUSG00000035133.3",2.799244e-42,-0.2664799,0.556,0.575,5.382386e-38,"kupffer","ENSMUSG00000035133"
"ENSMUSG00000045658.3",2.902695e-42,-0.321003,0.373,0.267,5.581302e-38,"kupffer","ENSMUSG00000045658"
"ENSMUSG00000019122.3",4.705794e-42,-0.3225988,0.369,0.296,9.048301e-38,"kupffer","ENSMUSG00000019122"
"ENSMUSG00000010663.3",7.839421e-42,-0.6238722,0.377,0.404,1.507364e-37,"kupffer","ENSMUSG00000010663"
"ENSMUSG00000021102.2",9.745051e-42,-0.3217601,0.434,0.467,1.873778e-37,"kupffer","ENSMUSG00000021102"
"ENSMUSG00000020649.2",2.067977e-41,0.3277317,0.131,0.095,3.976305e-37,"kupffer","ENSMUSG00000020649"
"ENSMUSG00000032757.2",3.710455e-40,-0.2937439,0.369,0.408,7.134464e-36,"kupffer","ENSMUSG00000032757"
"ENSMUSG00000030357.3",3.923005e-40,-0.3276757,0.455,0.48,7.543154e-36,"kupffer","ENSMUSG00000030357"
"ENSMUSG00000071014.2",6.107783e-40,-0.2668032,0.524,0.559,1.174405e-35,"kupffer","ENSMUSG00000071014"
"ENSMUSG00000054619.2",1.172427e-39,-0.3889401,0.202,0.241,2.254343e-35,"kupffer","ENSMUSG00000054619"
"ENSMUSG00000025479.3",3.121253e-39,-2.360491,0.443,0.476,6.001546e-35,"kupffer","ENSMUSG00000025479"
"ENSMUSG00000005547.3",5.157638e-39,-0.8296867,0.091,0.127,9.917106e-35,"kupffer","ENSMUSG00000005547"
"ENSMUSG00000074207.3",3.925961e-38,-2.085773,0.356,0.374,7.548838e-34,"kupffer","ENSMUSG00000074207"
"ENSMUSG00000032050.3",3.958569e-38,-0.3821173,0.651,0.644,7.611536e-34,"kupffer","ENSMUSG00000032050"
"ENSMUSG00000040204.2",4.71881e-38,0.5007247,0.221,0.183,9.073328e-34,"kupffer","ENSMUSG00000040204"
"ENSMUSG00000029380.2",4.941417e-38,-0.3834116,0.212,0.263,9.501356e-34,"kupffer","ENSMUSG00000029380"
"ENSMUSG00000028494.3",1.432875e-37,-0.4869016,0.829,0.758,2.755132e-33,"kupffer","ENSMUSG00000028494"
"ENSMUSG00000046794.3",2.94615e-37,-0.3823768,0.18,0.216,5.664858e-33,"kupffer","ENSMUSG00000046794"
"ENSMUSG00000028672.3",2.69531e-36,-0.3087705,0.337,0.376,5.182541e-32,"kupffer","ENSMUSG00000028672"
"ENSMUSG00000029247.3",3.485102e-36,-0.2652328,0.488,0.517,6.701155e-32,"kupffer","ENSMUSG00000029247"
"ENSMUSG00000015357.3",6.270815e-36,-0.5654872,0.329,0.356,1.205752e-31,"kupffer","ENSMUSG00000015357"
"ENSMUSG00000015714.2",1.00808e-35,-0.4254618,0.59,0.607,1.938336e-31,"kupffer","ENSMUSG00000015714"
"ENSMUSG00000059070.2",1.494785e-34,-0.262554,0.77,0.765,2.874173e-30,"kupffer","ENSMUSG00000059070"
"ENSMUSG00000036309.3",3.589265e-34,-0.3631169,0.51,0.525,6.90144e-30,"kupffer","ENSMUSG00000036309"
"ENSMUSG00000022419.3",1.076784e-33,-0.3117988,0.252,0.284,2.07044e-29,"kupffer","ENSMUSG00000022419"
"ENSMUSG00000049404.3",8.027559e-33,-0.282458,0.1,0.132,1.543539e-28,"kupffer","ENSMUSG00000049404"
"ENSMUSG00000009687.2",1.207386e-32,-0.5736211,0.629,0.58,2.321562e-28,"kupffer","ENSMUSG00000009687"
"ENSMUSG00000058207.3",1.702623e-32,-3.427987,0.896,0.887,3.273804e-28,"kupffer","ENSMUSG00000058207"
"ENSMUSG00000096145.2",7.571483e-32,-0.3458933,0.387,0.411,1.455845e-27,"kupffer","ENSMUSG00000096145"
"ENSMUSG00000039640.2",3.522198e-29,-0.2525679,0.458,0.486,6.772483e-25,"kupffer","ENSMUSG00000039640"
"ENSMUSG00000025393.3",7.033512e-29,-0.4085874,0.883,0.87,1.352404e-24,"kupffer","ENSMUSG00000025393"
"ENSMUSG00000052974.3",1.337548e-26,-1.642123,0.188,0.215,2.571837e-22,"kupffer","ENSMUSG00000052974"
"ENSMUSG00000037278.2",1.692825e-26,-0.3485892,0.198,0.227,3.254963e-22,"kupffer","ENSMUSG00000037278"
"ENSMUSG00000023921.3",1.805922e-26,-0.316107,0.327,0.353,3.472428e-22,"kupffer","ENSMUSG00000023921"
"ENSMUSG00000046727.2",1.84394e-26,-0.2634157,0.266,0.205,3.545528e-22,"kupffer","ENSMUSG00000046727"
"ENSMUSG00000003948.2",9.735928e-26,-0.3072493,0.31,0.331,1.872024e-21,"kupffer","ENSMUSG00000003948"
"ENSMUSG00000062248.3",1.175672e-25,-0.2700327,0.325,0.361,2.260582e-21,"kupffer","ENSMUSG00000062248"
"ENSMUSG00000022707.3",6.988011e-25,-0.3397278,0.213,0.238,1.343655e-20,"kupffer","ENSMUSG00000022707"
"ENSMUSG00000025781.3",1.147476e-24,-0.3408522,0.777,0.769,2.206366e-20,"kupffer","ENSMUSG00000025781"
"ENSMUSG00000020629.2",8.372946e-24,-0.2612141,0.21,0.236,1.60995e-19,"kupffer","ENSMUSG00000020629"
"ENSMUSG00000058454.2",9.793621e-24,-0.3213075,0.175,0.202,1.883117e-19,"kupffer","ENSMUSG00000058454"
"ENSMUSG00000079057.3",1.486116e-23,-0.476955,0.303,0.232,2.857505e-19,"kupffer","ENSMUSG00000079057"
"ENSMUSG00000010025.3",8.755064e-23,-0.2895198,0.33,0.278,1.683424e-18,"kupffer","ENSMUSG00000010025"
"ENSMUSG00000025465.2",2.656823e-22,-0.2940873,0.564,0.483,5.108539e-18,"kupffer","ENSMUSG00000025465"
"ENSMUSG00000036257.2",6.452347e-22,-0.2573607,0.41,0.43,1.240657e-17,"kupffer","ENSMUSG00000036257"
"ENSMUSG00000024843.3",1.574643e-20,-0.8940457,0.366,0.366,3.027724e-16,"kupffer","ENSMUSG00000024843"
"ENSMUSG00000001473.2",2.157742e-20,-0.3669312,0.218,0.241,4.148906e-16,"kupffer","ENSMUSG00000001473"
"ENSMUSG00000064357.3",1.969864e-19,-0.7024292,0.57,0.567,3.787655e-15,"kupffer","ENSMUSG00000064357"
"ENSMUSG00000030674.3",7.28104e-19,-0.3079381,0.137,0.157,1.399998e-14,"kupffer","ENSMUSG00000030674"
"ENSMUSG00000003053.3",1.464063e-18,-2.044525,0.251,0.27,2.8151e-14,"kupffer","ENSMUSG00000003053"
"ENSMUSG00000025903.3",2.24286e-18,-0.3413561,0.427,0.44,4.312572e-14,"kupffer","ENSMUSG00000025903"
"ENSMUSG00000020483.2",3.715944e-18,-0.3281647,0.589,0.583,7.145017e-14,"kupffer","ENSMUSG00000020483"
"ENSMUSG00000064367.3",6.219905e-18,-1.397426,0.909,0.87,1.195963e-13,"kupffer","ENSMUSG00000064367"
"ENSMUSG00000016252.2",6.817596e-18,-0.5182529,0.902,0.885,1.310887e-13,"kupffer","ENSMUSG00000016252"
"ENSMUSG00000019929.3",1.290907e-17,-3.944738,0.287,0.296,2.482156e-13,"kupffer","ENSMUSG00000019929"
"ENSMUSG00000035885.3",4.323856e-17,-0.3079856,0.918,0.936,8.313911e-13,"kupffer","ENSMUSG00000035885"
"ENSMUSG00000021577.2",4.639644e-17,-0.2529201,0.689,0.628,8.921107e-13,"kupffer","ENSMUSG00000021577"
"ENSMUSG00000028607.2",4.623512e-15,-0.2652384,0.218,0.235,8.89009e-11,"kupffer","ENSMUSG00000028607"
"ENSMUSG00000021054.2",6.107628e-15,-0.3032612,0.559,0.529,1.174375e-10,"kupffer","ENSMUSG00000021054"
"ENSMUSG00000025153.3",6.427546e-15,-0.8534171,0.228,0.241,1.235889e-10,"kupffer","ENSMUSG00000025153"
"ENSMUSG00000027227.3",1.280083e-14,-1.151206,0.402,0.397,2.461343e-10,"kupffer","ENSMUSG00000027227"
"ENSMUSG00000035459.3",2.673596e-14,-1.384057,0.539,0.4,5.140791e-10,"kupffer","ENSMUSG00000035459"
"ENSMUSG00000029201.3",2.786724e-14,-0.6712703,0.315,0.32,5.358314e-10,"kupffer","ENSMUSG00000029201"
"ENSMUSG00000020163.2",4.097347e-14,-0.3003235,0.876,0.821,7.878379e-10,"kupffer","ENSMUSG00000020163"
"ENSMUSG00000003528.3",6.979764e-14,-0.4812032,0.315,0.32,1.342069e-09,"kupffer","ENSMUSG00000003528"
"ENSMUSG00000064354.3",9.763697e-14,-0.6871066,0.525,0.512,1.877364e-09,"kupffer","ENSMUSG00000064354"
"ENSMUSG00000025403.3",3.920682e-13,-0.2918598,0.199,0.215,7.538687e-09,"kupffer","ENSMUSG00000025403"
"ENSMUSG00000044894.3",3.490312e-12,-0.9172022,0.865,0.851,6.711172e-08,"kupffer","ENSMUSG00000044894"
"ENSMUSG00000003032.3",5.858476e-12,-0.3886668,0.479,0.463,1.126468e-07,"kupffer","ENSMUSG00000003032"
"ENSMUSG00000062070.3",2.223532e-11,-0.2809281,0.752,0.688,4.275408e-07,"kupffer","ENSMUSG00000062070"
"ENSMUSG00000026664.3",3.514676e-10,-1.544797,0.638,0.554,6.758018e-06,"kupffer","ENSMUSG00000026664"
"ENSMUSG00000023175.3",3.665673e-10,-0.427445,0.865,0.82,7.048356e-06,"kupffer","ENSMUSG00000023175"
"ENSMUSG00000056035.3",6.020516e-10,-2.809992,0.678,0.662,1.157625e-05,"kupffer","ENSMUSG00000056035"
"ENSMUSG00000064356.3",7.097678e-10,-0.7894651,0.588,0.576,1.364741e-05,"kupffer","ENSMUSG00000064356"
"ENSMUSG00000070493.2",2.241259e-09,-0.5126395,0.978,0.963,4.309493e-05,"kupffer","ENSMUSG00000070493"
"ENSMUSG00000042476.3",5.011178e-09,-0.4025914,0.166,0.174,9.635492e-05,"kupffer","ENSMUSG00000042476"
"ENSMUSG00000026170.3",1.548279e-08,-0.3977167,0.196,0.203,0.000297703,"kupffer","ENSMUSG00000026170"
"ENSMUSG00000020077.2",2.219523e-08,-0.6742229,0.887,0.648,0.0004267699,"kupffer","ENSMUSG00000020077"
"ENSMUSG00000027605.3",2.262268e-08,-0.6898625,0.191,0.199,0.000434989,"kupffer","ENSMUSG00000027605"
"ENSMUSG00000025860.3",5.447584e-08,-0.2533927,0.747,0.699,0.001047462,"kupffer","ENSMUSG00000025860"
"ENSMUSG00000030168.3",1.03876e-07,-0.5882037,0.459,0.448,0.001997327,"kupffer","ENSMUSG00000030168"
"ENSMUSG00000034088.3",5.422995e-07,-0.3330733,0.67,0.646,0.01042733,"kupffer","ENSMUSG00000034088"
"ENSMUSG00000025991.3",5.597237e-07,-2.485761,0.435,0.421,0.01076237,"kupffer","ENSMUSG00000025991"
"ENSMUSG00000024150.2",7.979561e-07,-0.2588938,0.672,0.642,0.0153431,"kupffer","ENSMUSG00000024150"
"ENSMUSG00000026628.2",1.116569e-06,-0.421029,0.533,0.488,0.02146938,"kupffer","ENSMUSG00000026628"
"ENSMUSG00000058672.3",1.354887e-06,-0.3563628,0.381,0.375,0.02605178,"kupffer","ENSMUSG00000058672"
"ENSMUSG00000054720.3",2.355309e-06,-0.2662727,0.397,0.368,0.04528788,"kupffer","ENSMUSG00000054720"
"ENSMUSG00000018102.2",3.566295e-06,-0.413317,0.47,0.46,0.06857272,"kupffer","ENSMUSG00000018102"
"ENSMUSG00000031700.2",4.180739e-06,-0.6921561,0.288,0.272,0.08038725,"kupffer","ENSMUSG00000031700"
"ENSMUSG00000034875.3",4.835396e-06,-0.2854128,0.272,0.273,0.092975,"kupffer","ENSMUSG00000034875"
"ENSMUSG00000059534.2",7.802106e-06,-0.3781753,0.824,0.777,0.1500189,"kupffer","ENSMUSG00000059534"
"ENSMUSG00000022742.3",1.142562e-05,-0.5366285,0.308,0.303,0.2196919,"kupffer","ENSMUSG00000022742"
